ObjectProperty,label,parent,parentLabel,definition,comment,IAODefinition,domain,domainLabel,domainDef,domainComment,domainIAODefinition,range,rangeLabel,rangeDef,rangeComment,rangeIAODefinition
https://w3id.org/inbio#affects,affects,,,,General influence or effect on ecological or biological systems.,,https://w3id.org/inbio#biotic_acceptance,biotic acceptance,"Biotic acceptance is a concept in invasion biology that suggests that ecosystems with high native species diversity are more likely to accept invasive species, as opposed to resisting them.",,,https://w3id.org/inbio#native_biodiversity,native biodiversity,"Native biodiversity in invasion biology refers to the variety and variability of native species within an ecological community, crucial for ecosystem resilience and stability.",,
https://w3id.org/inbio#experiences,experiences,,,,Indicates undergoing or being subjected to a particular process or condition.,,https://w3id.org/inbio#original_community,original community,Original community refers to the assemblage of native species and their interactions within a specific ecosystem prior to the introduction of alien species.,,,https://w3id.org/inbio#ecological_disruption,ecological disruption,"Ecological disruption involves significant changes to ecosystem structure and function due to invasive species, leading to loss of biodiversity and altered ecosystem services.",,
https://w3id.org/inbio#enhances,enhances,,,,Improves or augments a particular ecological or biological property or process.,,https://w3id.org/inbio#detritivore,detritivore,"A detritivore is an organism that feeds on dead organic material, particularly plant detritus, playing a crucial role in the decomposition process and nutrient cycling within ecosystems.",,,https://w3id.org/inbio#nutrient_cycling,nutrient cycling,"Nutrient cycling examines how invasive species can alter the rates of nutrient intake, recycling, and distribution within an ecosystem.",,
https://w3id.org/inbio#examines,examines,,,,Studies or investigates a subject or area in detail.,,https://w3id.org/inbio#invasion_biology,invasion biology,"Invasion biology is the study of the causes and consequences of the introduction of species to new environments, where they establish, spread, and have impacts on native ecosystems and biodiversity.",,,https://w3id.org/inbio#pathways_of_species_introduction,pathways of species introduction,"Pathways of species introduction are the routes through which non-native species are introduced into new environments, including natural dispersal and human-related activities.",,
https://w3id.org/inbio#reduces,reduces,,,,"Decreases in size, number, or extent.",,https://w3id.org/inbio#manual_removal,manual removal,"Manual removal refers to the physical extraction of invasive species by human effort, often used as a management strategy in invasion biology to control or eradicate non-native species from an ecosystem.",,,https://w3id.org/inbio#invasive_species_populations,invasive species populations,"Invasive species populations in invasion biology refer to the groups of non-native organisms that establish, proliferate, and expand across new territories, often impacting local ecosystems.",,
https://w3id.org/inbio#drives,drives,,,,Causes or motivates a change or process.,,https://w3id.org/inbio#dominance,dominance,"Dominance refers to the ability of an invasive species to exert control over a community by outcompeting native species for resources, thereby altering community dynamics and ecosystem processes.",,,https://w3id.org/inbio#native_species_decline,native species decline,"Native species decline in invasion biology examines the decrease in native species populations due to factors such as habitat loss, competition from invasive species, and environmental changes.",,
https://w3id.org/inbio#analyzes,analyzes,,,,Conducts a detailed examination of the elements or structure of something.,,https://w3id.org/inbio#community_study,community study,"A community study refers to the examination and analysis of the interactions, dynamics, and characteristics of a community of organisms, particularly focusing on the impact and role of invasive species within that community.",,,https://w3id.org/inbio#species_interactions,species interactions,"Species interactions in invasion biology involve the various ways species influence each other within an ecosystem, including competition, predation, parasitism, and mutualism, which can be significantly altered by invasive species.",,
https://w3id.org/inbio#disrupts,disrupts,,,,Interrupts by causing a disturbance or problem.,,https://w3id.org/inbio#invasion_process,invasion process,"The invasion process refers to the sequence of events and mechanisms through which non-native species establish, spread, and impact new environments, often leading to ecological changes.",,,https://w3id.org/inbio#local_ecosystems,local ecosystems,"Local ecosystems in invasion biology refer to specific ecological communities within a defined geographical area, each with unique interactions and susceptibilities to the impacts of invasive species.",,
https://w3id.org/inbio#quantifies,quantifies,,,,Measures or expresses as a quantity.,,https://w3id.org/inbio#species_number,species number,"Species number refers to the count of distinct species present in a given area or ecosystem, often used as a measure of biodiversity and an indicator of ecological health, particularly in the context of invasion biology where it can reflect the impact of invasive species on native biodiversity.",,,https://w3id.org/inbio#the_diversity_of_ecosystems,the diversity of ecosystems,"The diversity of ecosystems refers to the range of different ecosystems found within a specific geographic area, each with unique structures, species compositions, and ecological functions, which can be impacted variably by invasive species.",,
https://w3id.org/inbio#facilitates,facilitates,,,,Makes an action or process easy or easier.,,https://w3id.org/inbio#mutualistic_interaction,mutualistic interaction,"A mutualistic interaction is a type of symbiosis where two or more species interact in a way that is beneficial to all involved parties. In the context of invasion biology, mutualistic interactions can influence the success and impact of invasive species by providing them with advantages such as increased resources, protection, or dispersal opportunities.",,,https://w3id.org/inbio#species_coexistence,species coexistence,"Species coexistence in invasion biology examines how different species live together in the same habitat, focusing on the mechanisms that enable competing species to coexist and how these mechanisms are disrupted by invasive species.",,
https://w3id.org/inbio#provides,provides,,,,Makes available for use; supplies.,,https://w3id.org/inbio#invasion_pattern,invasion pattern,"Invasion pattern refers to the specific sequence or manner in which an invasive species spreads and establishes itself in a new environment. It encompasses the stages of introduction, establishment, and spread, and is influenced by various ecological, biological, and environmental factors.",,,https://w3id.org/inbio#insight_into_dispersal_mechanisms,insight into dispersal mechanisms,"Insight into dispersal mechanisms in invasion biology involves understanding the various ways invasive species spread across landscapes, including natural dispersal processes like wind and water, and anthropogenic factors such as global trade.",,
https://w3id.org/inbio#hosts,hosts,,,,"Acts as a host for other organisms, often referring to invasive species.",,https://w3id.org/inbio#_000005,invasive species,"Alien species that sustain self-replacing populations over several life cycles, produce reproductive offspring, often in very large numbers at considerable distance from the parent and/or site of introduction, and have the potential to spread over long distances.",,,,,,,
